Month,Day,Hour,Likes Score
4,25,2,1.2487922744136146
4,25,1,1.5366197955648109
4,25,0,0.9609647532624184
4,24,15,1.58459104909001
4,22,21,1.2487922744136146
4,21,23,1.5366197955648109
4,19,22,1.3447347814640136
4,19,21,1.7285048096656082
4,11,15,1.4886485420396112
4,7,0,1.7285048096656082
4,5,10,1.7285048096656082
4,4,12,1.0569072603128171
4,4,12,1.3447347814640136
4,1,14,1.7764760631908076
2,31,13,1.3927060349892129
2,27,19,0.1454534433340292
2,27,10,1.0089360067876176
2,26,12,0.8170509926868204
2,25,16,-0.046431570766768
2,24,9,-0.046431570766768
2,22,23,0.1454534433340292
2,20,22,-0.2383165848675655
2,19,20,-0.7660003736447586
2,19,11,0.6731372321112221
2,17,18,1.2008210208884154
2,15,13,-0.5741153595439611
2,12,20,0.6731372321112221
2,12,10,0.2893672039096274
2,10,20,1.0089360067876176
2,8,8,0.4812522180104248
2,5,19,1.2008210208884154
2,5,9,1.5366197955648109
2,3,20,2.256188598442801
9,30,23,1.3927060349892129
9,28,20,3.503441190097984
9,27,13,1.0089360067876176
9,23,9,0.4812522180104248
9,22,12,-0.2383165848675655
9,21,12,1.3927060349892129
9,18,23,1.2008210208884154
9,18,10,1.0089360067876176
9,17,15,1.0089360067876176
9,15,7,-0.3822303454431636
9,14,19,-0.3822303454431636
9,13,23,-0.046431570766768
9,13,22,2.7838723872199944
9,13,22,0.2893672039096274
2,31,19,2.5919873731191965
2,30,13,1.2487922744136146
2,28,10,1.58459104909001
2,27,20,0.2893672039096274
2,27,19,0.769079739161621
2,27,17,1.3927060349892129
2,27,10,1.3447347814640136
2,26,20,1.2487922744136146
2,26,20,1.2008210208884154
2,26,14,2.112274837867203
2,25,15,1.4886485420396112
2,25,11,1.4886485420396112
2,24,13,2.1602460913924024
2,23,20,1.3447347814640136
2,19,19,0.241395950384428
2,19,18,0.4812522180104248
2,19,17,0.7211084856364216
2,18,20,1.2487922744136146
2,17,17,1.296763527938814
2,13,10,0.7211084856364216
2,12,19,0.8650222462120197
2,12,17,0.6731372321112221
2,12,11,1.5366197955648109
2,11,11,1.824447316716007
2,10,19,1.440677288514412
2,9,14,1.824447316716007
2,7,23,1.8724185702412064
2,5,19,2.112274837867203
2,5,17,1.3927060349892129
2,5,9,1.58459104909001
2,2,23,0.7211084856364216
2,1,19,2.735901133694795
9,30,11,2.7838723872199944
9,28,20,2.256188598442801
9,25,20,1.152849767363216
9,23,16,1.824447316716007
9,23,12,1.0569072603128171
9,22,20,0.625165978586023
9,22,19,0.9609647532624184
9,22,17,1.0569072603128171
9,22,10,1.680533556140409
9,19,12,1.5366197955648109
9,18,22,1.0089360067876176
9,18,21,2.3041598519680004
9,18,20,1.3927060349892129
9,18,10,1.8724185702412064
9,15,20,1.6325623026152094
9,14,20,1.4886485420396112
9,14,18,2.3041598519680004
9,14,18,0.8170509926868204
9,14,13,1.5366197955648109
9,13,15,1.5366197955648109
9,13,14,0.625165978586023
9,11,20,0.5771947250608236
9,10,18,0.9609647532624184
9,10,17,1.2487922744136146
9,10,9,1.824447316716007
9,9,14,2.208217344917602
9,9,10,1.58459104909001
9,8,11,1.0569072603128171
9,7,15,1.9683610772916047
9,3,20,2.016332330816804
9,2,12,1.824447316716007
10,31,19,1.5366197955648109
10,31,10,1.824447316716007
10,28,14,2.639958626644396
10,26,18,1.5366197955648109
10,25,13,2.208217344917602
10,25,9,2.400102359018399
10,24,21,3.503441190097984
10,24,20,1.6325623026152094
10,24,9,2.016332330816804
10,23,18,1.58459104909001
10,23,17,1.58459104909001
10,22,11,1.3447347814640136
10,17,16,1.3447347814640136
10,14,13,2.256188598442801
10,10,23,0.8650222462120197
10,9,23,1.1048785138380166
10,3,22,1.5366197955648109
10,2,20,1.7285048096656082
10,2,13,1.0569072603128171
11,27,13,1.3447347814640136
11,22,21,1.152849767363216
11,22,20,1.152849767363216
11,22,20,1.3927060349892129
11,22,10,1.58459104909001
11,21,22,1.9683610772916047
11,21,18,1.7285048096656082
11,15,20,1.2487922744136146
11,14,15,1.2487922744136146
11,12,22,0.8650222462120197
11,11,21,1.1048785138380166
11,9,13,1.440677288514412
11,8,19,1.0569072603128171
11,8,19,0.8170509926868204
11,8,15,1.296763527938814
11,7,19,1.7285048096656082
11,7,15,2.0643035843420035
11,7,13,1.3447347814640136
11,7,2,0.8650222462120197
11,6,19,1.680533556140409
11,4,18,3.0237286548459914
11,4,15,1.7285048096656082
11,4,15,1.7764760631908076
11,4,15,1.152849767363216
11,4,14,2.256188598442801
11,4,11,1.0569072603128171
11,3,13,1.7764760631908076
11,2,18,3.0237286548459914
11,2,10,1.7285048096656082
1,31,12,1.4886485420396112
1,29,15,0.625165978586023
1,28,20,1.824447316716007
1,27,19,1.3927060349892129
1,26,8,1.3447347814640136
1,25,22,1.1048785138380166
1,25,15,0.6731372321112221
1,24,23,1.5366197955648109
1,22,22,1.7285048096656082
1,19,10,1.58459104909001
1,17,22,1.58459104909001
1,17,14,1.824447316716007
1,16,22,0.6731372321112221
1,16,18,1.9683610772916047
1,16,14,1.4886485420396112
1,14,19,0.9609647532624184
1,14,19,1.3447347814640136
1,13,20,1.7285048096656082
1,13,12,2.112274837867203
1,10,14,0.7211084856364216
1,9,22,1.0089360067876176
1,9,19,1.6325623026152094
1,8,11,1.296763527938814
1,7,22,1.9683610772916047
1,6,15,2.016332330816804
1,1,13,2.0643035843420035
5,31,23,1.3447347814640136
5,30,20,1.296763527938814
5,29,9,2.3521311054932
5,28,13,1.680533556140409
5,27,22,1.8724185702412064
10,23,12,1.5366197955648109
11,20,12,1.8724185702412064
11,20,12,0.7211084856364216
11,20,12,1.6325623026152094
11,18,12,0.0495109362836307
11,18,12,0.4332809644852254
11,16,13,1.296763527938814
11,14,14,2.016332330816804
5,29,11,1.440677288514412
5,29,11,1.9203898237664057
5,15,13,1.1048785138380166
5,14,11,0.769079739161621
5,14,11,1.3447347814640136
5,14,11,0.7211084856364216
5,14,11,0.1934246968592286
5,14,11,0.7211084856364216
6,12,17,3.263584922471987
6,4,0,2.1602460913924024
8,31,16,1.1048785138380166
8,27,16,1.440677288514412
8,25,18,0.7211084856364216
8,22,0,0.769079739161621
8,21,19,1.3447347814640136
8,19,17,1.4886485420396112
8,18,18,0.9129934997372192
8,16,14,1.0089360067876176
8,14,14,1.3927060349892129
8,13,22,1.58459104909001
8,13,13,1.4886485420396112
8,8,22,0.7211084856364216
8,7,16,1.0569072603128171
8,6,15,0.4332809644852254
8,4,12,1.2008210208884154
8,3,22,2.016332330816804
8,3,13,1.1048785138380166
8,2,15,1.824447316716007
0,30,15,1.4886485420396112
0,29,10,1.7764760631908076
0,28,15,1.7764760631908076
0,27,13,1.58459104909001
0,26,12,1.296763527938814
0,25,13,1.152849767363216
0,24,18,1.1048785138380166
0,24,13,1.2008210208884154
0,23,13,1.1048785138380166
0,22,18,2.735901133694795
0,22,11,1.1048785138380166
0,21,11,0.8170509926868204
0,20,12,0.9609647532624184
0,19,23,3.0237286548459914
0,18,13,1.8724185702412064
0,17,13,1.9203898237664057
0,16,23,1.8724185702412064
0,16,20,2.256188598442801
0,16,12,1.0569072603128171
0,16,12,1.7764760631908076
0,15,10,0.9609647532624184
0,15,0,1.3447347814640136
0,15,0,2.016332330816804
3,15,13,2.4480736125435985
3,14,18,1.7285048096656082
3,14,18,1.440677288514412
3,14,18,1.4886485420396112
3,14,18,1.680533556140409
3,14,18,1.6325623026152094
3,14,18,1.8724185702412064
3,10,21,1.680533556140409
3,10,21,1.7764760631908076
3,10,21,1.680533556140409
3,10,21,1.9203898237664057
3,3,10,2.016332330816804
3,3,10,1.824447316716007
3,3,10,1.9203898237664057
4,28,21,1.152849767363216
4,28,21,1.7764760631908076
4,28,21,2.208217344917602
4,28,21,1.9203898237664057
4,26,18,2.0643035843420035
4,26,14,1.5366197955648109
4,25,20,1.296763527938814
4,25,20,1.440677288514412
4,24,23,3.263584922471987
4,24,13,1.0089360067876176
4,22,21,1.824447316716007
4,22,21,0.9609647532624184
4,22,20,1.5366197955648109
4,21,20,1.824447316716007
4,21,20,2.112274837867203
4,21,20,0.769079739161621
4,17,18,1.7285048096656082
4,17,17,1.680533556140409
4,14,20,1.5366197955648109
4,14,2,1.2487922744136146
4,13,13,2.1602460913924024
4,12,20,1.296763527938814
4,12,9,1.9683610772916047
4,12,9,1.440677288514412
4,11,22,1.0089360067876176
4,11,22,1.1048785138380166
4,10,10,1.9683610772916047
4,10,10,1.7764760631908076
4,10,10,1.4886485420396112
4,8,10,2.400102359018399
4,6,23,2.496044866068798
4,5,22,1.7764760631908076
4,5,16,1.0569072603128171
4,5,16,1.5366197955648109
4,4,13,1.152849767363216
4,4,10,2.0643035843420035
4,4,10,2.0643035843420035
9,30,2,3.503441190097984
9,25,17,1.3447347814640136
9,6,14,1.680533556140409
10,27,15,1.3927060349892129
10,25,18,1.824447316716007
5,17,19,1.2008210208884154
6,29,16,1.7764760631908076
6,20,18,1.9683610772916047
6,16,20,1.58459104909001
6,11,20,1.3447347814640136
6,4,23,2.0643035843420035
6,2,13,1.2008210208884154
8,25,21,1.58459104909001
8,14,22,2.3041598519680004
8,9,21,3.1676424154215894
8,2,15,2.0643035843420035
0,27,22,1.4886485420396112
0,23,16,1.4886485420396112
0,14,18,2.112274837867203
0,13,14,2.1602460913924024
0,5,20,2.112274837867203
7,30,21,2.3041598519680004
7,27,18,2.0643035843420035
7,25,13,1.5366197955648109
7,22,0,1.680533556140409
7,2,14,3.11967116189639
3,18,16,3.11967116189639
3,12,22,1.824447316716007
3,8,14,1.2487922744136146
3,1,19,2.496044866068798
4,24,16,1.6325623026152094
4,21,19,2.208217344917602
4,15,12,2.112274837867203
4,9,20,1.4886485420396112
2,31,21,-0.7180291201195592
2,29,13,0.8170509926868204
1,21,20,1.2487922744136146
6,9,23,0.1454534433340292
8,19,14,-0.7180291201195592
0,18,23,-0.046431570766768
2,26,12,-0.1423740778171669
2,25,17,0.3373384574348269
2,24,21,-0.8139716271699579
2,24,19,-0.8619428806951572
2,22,22,0.0015396827584313
2,22,19,-0.8619428806951572
2,20,22,0.0495109362836307
2,17,15,-0.5261441060187617
2,16,20,-0.8619428806951572
2,16,10,0.769079739161621
2,15,23,1.4886485420396112
2,13,16,-0.7180291201195592
2,9,17,1.296763527938814
2,9,1,1.152849767363216
2,9,1,-0.1903453313423661
2,9,1,1.440677288514412
2,4,12,1.7764760631908076
9,26,18,-0.8139716271699579
9,21,14,-0.4302015989683631
9,20,20,-0.3822303454431636
9,19,18,1.9683610772916047
9,17,11,1.1048785138380166
9,15,16,0.5771947250608236
9,11,11,0.241395950384428
9,9,13,2.400102359018399
9,4,11,2.1602460913924024
9,1,20,1.5366197955648109
10,28,17,-0.046431570766768
10,22,13,-0.3822303454431636
10,21,11,0.5292234715356242
10,19,9,1.0089360067876176
10,15,15,-0.4302015989683631
10,11,16,3.503441190097984
10,10,17,1.3927060349892129
10,8,12,-0.5261441060187617
10,7,19,-0.4302015989683631
10,5,23,-0.6700578665943598
10,5,16,0.3373384574348269
10,5,13,0.385309710960026
10,2,15,-0.7180291201195592
10,1,19,0.1934246968592286
11,30,15,-0.3822303454431636
11,30,11,-0.6220866130691604
11,29,16,1.2487922744136146
11,29,14,0.0495109362836307
11,28,12,1.0089360067876176
11,28,1,-0.4781728524935623
11,25,15,-0.6220866130691604
11,24,23,-0.957885387745556
11,23,19,-0.7660003736447586
11,23,12,-0.6220866130691604
11,22,22,-0.6700578665943598
11,22,16,-0.3342590919179642
11,22,10,0.0015396827584313
11,21,23,-0.2862878383927649
11,21,10,0.3373384574348269
11,20,20,2.3041598519680004
11,20,19,-1.0538278947959547
11,18,22,-0.1423740778171669
11,18,18,-0.957885387745556
11,17,15,-0.957885387745556
11,16,19,-0.5741153595439611
11,16,17,-0.8139716271699579
11,16,13,-0.9099141342203564
11,15,20,-0.957885387745556
11,15,17,-1.0058566412707552
11,14,19,-1.0058566412707552
11,14,13,-0.5741153595439611
11,13,21,-0.957885387745556
11,13,18,-0.957885387745556
11,13,12,-0.8139716271699579
11,12,14,-1.0538278947959547
11,11,21,-1.0538278947959547
11,11,14,-0.957885387745556
11,10,17,-0.957885387745556
11,10,13,-0.9099141342203564
11,9,22,-0.8139716271699579
11,9,16,-1.0538278947959547
11,9,11,-1.0538278947959547
11,9,0,-1.0538278947959547
11,8,23,-1.0538278947959547
11,8,23,-1.0058566412707552
11,8,23,-0.8619428806951572
11,8,23,-1.0058566412707552
11,8,23,-1.0538278947959547
11,8,23,-1.0538278947959547
11,8,23,-1.0538278947959547
11,8,23,-1.0058566412707552
11,8,23,-1.0058566412707552
9,15,23,2.544016119593997
9,3,22,2.400102359018399
11,16,0,2.7838723872199944
1,11,23,2.256188598442801
5,16,23,3.3115561759971865
5,6,16,2.975757401320792
0,7,23,3.11967116189639
7,2,15,2.735901133694795
2,31,13,1.2008210208884154
2,29,10,0.8650222462120197
2,27,16,0.8170509926868204
2,24,21,0.9129934997372192
2,24,13,0.9609647532624184
2,23,10,0.8650222462120197
2,20,12,0.8170509926868204
2,17,19,1.0089360067876176
2,16,13,1.0089360067876176
2,13,9,0.2893672039096274
2,11,13,0.8650222462120197
2,9,17,1.440677288514412
2,6,11,1.440677288514412
2,3,13,0.625165978586023
2,2,11,0.4812522180104248
2,1,14,1.0089360067876176
9,29,20,-0.0944028242919675
9,29,14,0.8650222462120197
9,27,12,0.769079739161621
9,26,20,0.7211084856364216
9,25,14,1.152849767363216
9,25,13,0.2893672039096274
9,24,15,0.8170509926868204
9,22,20,0.7211084856364216
9,22,11,0.241395950384428
9,20,15,0.0974821898088298
9,19,16,0.0015396827584313
9,18,13,0.241395950384428
9,17,15,0.4812522180104248
9,15,22,0.1454534433340292
9,15,12,0.769079739161621
9,13,17,0.1454534433340292
9,11,16,3.503441190097984
9,10,20,0.2893672039096274
9,9,15,0.1454534433340292
9,8,13,0.625165978586023
9,6,12,0.6731372321112221
9,5,12,0.625165978586023
9,3,9,0.2893672039096274
9,2,12,0.625165978586023
10,30,12,1.3447347814640136
10,29,9,0.4812522180104248
10,27,10,0.2893672039096274
10,25,20,0.769079739161621
10,21,15,0.5292234715356242
10,19,17,0.5771947250608236
10,16,15,0.7211084856364216
10,13,15,1.296763527938814
10,12,9,0.241395950384428
10,9,14,0.2893672039096274
10,6,16,0.5292234715356242
10,5,15,0.1934246968592286
10,2,14,0.2893672039096274
11,29,12,-0.046431570766768
11,28,13,0.5771947250608236
11,27,10,0.0974821898088298
11,24,19,0.2893672039096274
11,23,10,0.5292234715356242
11,21,11,0.0974821898088298
11,20,11,0.5292234715356242
11,18,11,0.4812522180104248
11,17,14,0.1454534433340292
11,16,12,0.241395950384428
11,15,13,0.0974821898088298
11,14,15,-0.0944028242919675
11,13,10,-0.046431570766768
11,12,10,0.0974821898088298
11,11,11,0.0015396827584313
11,10,12,0.4332809644852254
11,9,10,0.0495109362836307
11,8,12,0.7211084856364216
11,7,10,0.2893672039096274
11,6,16,0.241395950384428
11,4,14,-0.2862878383927649
11,3,16,0.3373384574348269
11,2,15,-0.046431570766768
11,1,11,-0.2862878383927649
1,30,13,0.1454534433340292
1,28,14,-0.046431570766768
1,27,14,-0.1903453313423661
1,25,16,-0.1903453313423661
1,21,12,-0.0944028242919675
1,19,16,0.0015396827584313
1,18,13,0.4812522180104248
1,17,16,0.0495109362836307
1,16,16,0.0015396827584313
1,12,15,-0.3822303454431636
1,10,11,-0.2862878383927649
1,7,22,-0.1423740778171669
1,5,16,-0.4302015989683631
1,4,13,-0.4781728524935623
1,2,20,-0.1903453313423661
1,1,12,-0.4302015989683631
5,31,15,-0.3342590919179642
5,30,13,-0.7180291201195592
5,29,12,-0.5741153595439611
5,28,12,-0.4781728524935623
5,25,16,-0.4302015989683631
5,23,22,-0.4781728524935623
5,23,13,-0.4781728524935623
5,22,15,-0.046431570766768
5,18,21,-0.6220866130691604
5,16,19,-0.4302015989683631
5,14,23,0.5292234715356242
5,13,18,-0.7180291201195592
5,12,19,-0.6220866130691604
5,7,14,-0.6700578665943598
5,4,10,-0.6700578665943598
6,30,22,-0.4302015989683631
6,29,17,-0.7180291201195592
6,27,14,-0.7660003736447586
6,25,17,-0.6700578665943598
6,24,12,-0.6220866130691604
6,23,14,-0.7660003736447586
6,22,13,-0.7660003736447586
6,21,18,-0.7660003736447586
6,16,14,-0.7660003736447586
6,14,15,-0.5261441060187617
6,13,11,-0.4781728524935623
6,11,13,-0.5741153595439611
6,10,12,-0.5741153595439611
6,9,16,-0.5261441060187617
6,9,16,-0.8139716271699579
6,4,15,-0.6700578665943598
8,27,11,-0.8619428806951572
8,24,13,-0.4781728524935623
8,10,14,-0.9099141342203564
8,9,15,-0.6700578665943598
8,8,16,-0.7660003736447586
8,6,15,-0.957885387745556
8,6,15,-0.8139716271699579
8,1,14,-0.6220866130691604
0,28,12,-1.0058566412707552
0,21,13,-0.6220866130691604
7,24,10,-0.7660003736447586
7,21,13,-0.8619428806951572
7,17,15,-0.5741153595439611
7,16,15,-0.8139716271699579
7,1,15,-0.1903453313423661
3,13,18,-0.9099141342203564
3,2,15,-0.9099141342203564
9,29,20,3.503441190097984
9,29,0,2.831843640745193
9,23,20,1.824447316716007
9,13,16,1.8724185702412064
9,7,23,1.2487922744136146
10,28,12,1.152849767363216
10,24,23,2.544016119593997
10,13,23,0.9129934997372192
11,28,17,2.112274837867203
5,6,13,2.4480736125435985
6,23,16,2.0643035843420035
6,7,23,1.296763527938814
8,28,15,2.112274837867203
8,26,16,2.016332330816804
8,19,17,1.8724185702412064
8,3,13,1.8724185702412064
0,17,22,1.7764760631908076
7,11,21,2.256188598442801
7,2,13,2.9277861477955924
3,8,18,2.016332330816804
3,4,18,1.824447316716007
4,27,14,2.208217344917602
4,25,0,2.016332330816804
4,19,20,2.256188598442801
4,19,0,1.6325623026152094
4,13,16,2.5919873731191965
4,4,22,2.400102359018399
9,10,18,2.3521311054932
10,28,13,3.503441190097984
10,28,13,2.3521311054932
10,27,23,2.016332330816804
10,27,23,2.3521311054932
10,27,23,2.3041598519680004
10,27,23,1.7764760631908076
11,20,3,3.11967116189639
11,14,18,1.8724185702412064
11,14,16,1.9683610772916047
11,7,15,2.208217344917602
11,7,1,1.6325623026152094
11,7,1,2.3041598519680004
11,1,18,2.016332330816804
1,30,1,2.3521311054932
1,25,21,1.4886485420396112
1,24,23,1.7764760631908076
1,24,22,2.112274837867203
1,24,22,2.6879298801695954
1,24,22,2.4480736125435985
1,24,22,1.6325623026152094
1,24,22,1.7285048096656082
1,24,22,2.544016119593997
1,24,22,2.3041598519680004
1,24,22,1.3927060349892129
1,24,22,2.016332330816804
1,24,17,1.3927060349892129
1,24,16,2.3521311054932
1,24,14,2.016332330816804
1,22,18,2.208217344917602
1,19,13,2.208217344917602
1,19,13,1.7285048096656082
1,18,16,1.6325623026152094
1,18,16,1.7285048096656082
1,18,16,2.3041598519680004
1,18,16,2.112274837867203
1,15,20,2.4480736125435985
1,15,12,2.3521311054932
1,14,18,2.3041598519680004
1,14,18,2.3521311054932
1,14,18,1.296763527938814
1,14,18,1.8724185702412064
1,13,19,1.5366197955648109
1,13,12,1.7285048096656082
1,12,23,1.7285048096656082
1,12,23,1.296763527938814
1,12,19,1.7764760631908076
1,12,19,2.6879298801695954
1,12,19,2.016332330816804
1,12,14,2.016332330816804
1,11,19,2.544016119593997
1,10,19,2.4480736125435985
1,9,23,1.7285048096656082
1,8,10,1.5366197955648109
1,8,10,1.296763527938814
1,8,0,0.8170509926868204
1,8,0,1.0569072603128171
1,8,0,0.7211084856364216
1,7,22,0.9609647532624184
1,7,22,1.0569072603128171
1,7,22,0.8170509926868204
1,7,21,0.7211084856364216
11,2,22,3.455469936572785
1,9,23,3.503441190097984
6,29,0,3.263584922471987
8,31,23,3.1676424154215894
3,10,22,2.879814894270393
4,22,22,0.6731372321112221
4,7,22,2.9277861477955924
2,30,18,0.769079739161621
2,27,20,1.4886485420396112
2,27,19,-0.2383165848675655
2,27,18,-1.0058566412707552
2,21,23,-1.101799148321154
2,19,0,-1.101799148321154
2,18,20,-1.101799148321154
2,18,6,-0.5261441060187617
2,18,5,-1.0538278947959547
2,18,3,-1.0058566412707552
2,17,17,0.0015396827584313
2,17,15,-1.0058566412707552
2,16,1,-0.957885387745556
2,15,20,-0.1903453313423661
2,15,20,-1.0538278947959547
2,9,17,0.8650222462120197
2,6,18,-1.101799148321154
2,6,15,0.769079739161621
2,4,23,0.3373384574348269
2,4,6,-0.7660003736447586
2,1,23,0.385309710960026
2,1,20,0.769079739161621
2,1,19,-1.0058566412707552
2,1,6,-1.0538278947959547
2,1,5,-1.101799148321154
2,1,2,0.8650222462120197
9,28,5,0.0495109362836307
9,26,2,-0.7660003736447586
9,26,0,-1.0058566412707552
9,25,22,0.241395950384428
9,25,16,0.7211084856364216
9,25,3,-1.101799148321154
9,25,2,-1.0058566412707552
9,22,10,1.2008210208884154
9,22,2,-0.3342590919179642
9,21,18,-0.1903453313423661
9,21,17,-0.6220866130691604
9,21,0,-1.0538278947959547
9,20,20,-0.4302015989683631
9,17,5,-1.101799148321154
9,16,21,1.3447347814640136
9,16,20,0.4332809644852254
9,16,18,-0.2862878383927649
9,16,17,-0.8619428806951572
9,15,16,0.6731372321112221
9,15,6,-0.3822303454431636
9,14,21,-1.0538278947959547
9,13,20,-1.1497704018463537
9,13,20,-1.101799148321154
9,13,6,0.8170509926868204
9,13,1,-1.1497704018463537
9,13,1,-0.9099141342203564
9,12,18,-0.4781728524935623
9,12,1,-0.9099141342203564
9,10,17,-0.5741153595439611
9,9,20,0.241395950384428
9,9,17,2.400102359018399
9,9,5,-1.0058566412707552
9,8,19,1.1048785138380166
9,8,18,-0.9099141342203564
9,6,19,-0.5741153595439611
9,6,4,0.8170509926868204
9,3,15,-0.7660003736447586
9,1,22,0.9129934997372192
10,27,23,-0.2383165848675655
10,25,17,-0.3342590919179642
10,25,0,-0.8139716271699579
10,24,20,-0.8619428806951572
10,24,1,-1.0058566412707552
10,23,23,-1.0058566412707552
10,23,2,0.4332809644852254
10,22,18,-0.7180291201195592
10,22,18,2.735901133694795
10,21,3,-0.8139716271699579
10,20,20,-0.8619428806951572
10,20,6,-0.9099141342203564
10,19,19,0.3373384574348269
10,18,20,-1.0058566412707552
10,18,20,-0.5261441060187617
10,18,1,-1.0538278947959547
10,16,23,0.1934246968592286
10,13,6,-0.1903453313423661
10,12,13,3.503441190097984
10,11,16,0.5292234715356242
10,9,1,-1.0538278947959547
10,8,23,0.0495109362836307
10,5,21,-0.5741153595439611
11,30,22,-1.0058566412707552
11,29,5,-0.1903453313423661
11,28,22,-0.7660003736447586
11,27,10,-0.1903453313423661
11,26,16,-1.0538278947959547
11,25,20,1.9203898237664057
11,24,2,-0.8139716271699579
11,23,20,-1.101799148321154
11,23,20,-1.101799148321154
11,22,22,-0.5741153595439611
11,22,17,0.0495109362836307
11,21,5,-0.8139716271699579
11,21,4,-1.0538278947959547
11,20,23,-1.1497704018463537
11,19,17,0.8170509926868204
11,19,2,-0.9099141342203564
11,19,1,-1.1497704018463537
11,19,0,-0.6700578665943598
11,18,4,-0.6700578665943598
11,18,3,-1.0058566412707552
